Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,RSI_LONG,MA,%K,%D,MACD,Signal Line,BIG MACD,BIG Signal Line,Upper Band,Lower Band,EMA,Percent_PMPU_Long,Percent_PMPU_Short,Percent_MM_Long,Percent_MM_Short,Percent_MM_Spread,Percent_SWAP_Long,Percent_SWAP_Short,Percent_SWAP_Spread,Percent_OR_Long,Percent_OR_Short,Percent_OR_Spread
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100907,2010-09-10,023651,NYME,1,23,827657,103645,119715,191707,34848,82323,97571,222796,199721,13775,62159,63009,751751,784571,75906,43086,827657,103645,119715,191707,34848,82323,97571,222796,199721,13775,62159,63009,751751,784571,75906,43086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11180.0,7354.0,6006.0,10907.0,1200.0,1998.0,2556.0,324.0,-6868.0,-5203.0,6932.0,-1892.0,8852.0,7700.0,2328.0,3480.0,100,12.5,14.5,23.2,4.2,9.9,11.8,26.9,24.1,1.7,7.5,7.6,90.8,94.8,9.2,5.2,100,12.5,14.5,23.2,4.2,9.9,11.8,26.9,24.1,1.7,7.5,7.6,90.8,94.8,9.2,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,58.0,45.0,23.0,11.0,27.0,53.0,66.0,72.0,26.0,40.0,48.0,244,240.0,293.0,58.0,45.0,23.0,11.0,27.0,53.0,66.0,72.0,26.0,40.0,48.0,244.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,24.5,31.3,38.2,13.7,17.4,20.6,25.5,18.1,24.5,31.3,38.2,13.7,17.4,20.6,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-09-10,3.805,3.939,3.773,3.883,1.0,36.175478736775105,41.71657017555972,4.194571428571429,13.777089783281731,10.629514963880288,-0.17654076264531415,-0.09703066047849482,-0.20606401280626763,-0.11379277075381919,5.023514415869385,3.365628441273473,4.10236598998635,0.19795221843003413,0.15358361774744028,0.18088737201365188,0.22525597269624573,0.24573378839590443,0.07849829351535836,0.03754266211604096,0.09215017064846416,0.08873720136518772,0.13651877133105803,0.16382252559726962
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100831,2010-09-03,023651,NYME,1,23,816477,96291,113709,180800,33648,80325,95015,222472,206589,18978,55227,64901,742899,776871,73578,39606,816477,96291,113709,180800,33648,80325,95015,222472,206589,18978,55227,64901,742899,776871,73578,39606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12088.0,-7023.0,-1866.0,3441.0,-379.0,-107.0,3357.0,3437.0,-3794.0,-2295.0,-1865.0,-7513.0,-13934.0,-12087.0,1846.0,-1.0,100,11.8,13.9,22.1,4.1,9.8,11.6,27.2,25.3,2.3,6.8,7.9,91.0,95.1,9.0,4.9,100,11.8,13.9,22.1,4.1,9.8,11.6,27.2,25.3,2.3,6.8,7.9,91.0,95.1,9.0,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,54.0,45.0,24.0,10.0,28.0,52.0,65.0,76.0,26.0,34.0,49.0,238,243.0,286.0,54.0,45.0,24.0,10.0,28.0,52.0,65.0,76.0,26.0,34.0,49.0,238.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,25.6,30.1,38.7,13.3,17.7,19.9,25.8,17.8,25.6,30.1,38.7,13.3,17.7,19.9,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-09-03,3.81,3.946,3.757,3.939,0.0,37.522202694760765,42.444479826825095,4.291714285714286,18.111455108359134,8.878454544089214,-0.2068375315224964,-0.11899203468729515,-0.1934965380636875,-0.12218264099696324,5.109567340393183,3.4738612310353885,4.175487986648466,0.1888111888111888,0.15734265734265734,0.18181818181818182,0.22727272727272727,0.26573426573426573,0.08391608391608392,0.03496503496503497,0.0979020979020979,0.09090909090909091,0.11888111888111888,0.17132867132867133
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100824,2010-08-27,023651,NYME,1,23,828565,103314,115575,177359,34027,80432,91658,219035,210383,21273,57092,72414,756833,788958,71732,39607,828565,103314,115575,177359,34027,80432,91658,219035,210383,21273,57092,72414,756833,788958,71732,39607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-128.0,-1324.0,-1650.0,6148.0,2795.0,-3151.0,-2334.0,6125.0,-1442.0,3984.0,-1991.0,-1353.0,528.0,-667.0,-656.0,539.0,100,12.5,13.9,21.4,4.1,9.7,11.1,26.4,25.4,2.6,6.9,8.7,91.3,95.2,8.7,4.8,100,12.5,13.9,21.4,4.1,9.7,11.1,26.4,25.4,2.6,6.9,8.7,91.3,95.2,8.7,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,59.0,47.0,23.0,10.0,26.0,48.0,66.0,76.0,31.0,32.0,56.0,245,246.0,287.0,59.0,47.0,23.0,10.0,26.0,48.0,66.0,76.0,31.0,32.0,56.0,245.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,25.1,29.5,38.5,12.9,17.5,18.7,25.9,17.1,25.1,29.5,38.5,12.9,17.5,18.7,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-08-27,3.844,3.883,3.697,3.705,1.0,27.910065248349994,38.26478065087888,4.374428571428572,0.0,12.993762993762994,-0.25601640463207076,-0.1463969086762503,-0.17507182668212007,-0.12774992370066396,5.141340871623622,3.6075162712335223,4.254317315531289,0.20557491289198607,0.16376306620209058,0.1672473867595819,0.22996515679442509,0.26480836236933797,0.08013937282229965,0.03484320557491289,0.09059233449477352,0.10801393728222997,0.11149825783972125,0.1951219512195122
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100817,2010-08-20,023651,NYME,1,23,828693,104638,117225,171211,31232,83583,93992,212910,211825,17289,59083,73767,756305,789625,72388,39068,828693,104638,117225,171211,31232,83583,93992,212910,211825,17289,59083,73767,756305,789625,72388,39068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13345.0,-4162.0,-7039.0,668.0,-88.0,3708.0,-4045.0,-7931.0,-551.0,-4383.0,3733.0,-3053.0,-11818.0,-11221.0,-1527.0,-2124.0,100,12.6,14.1,20.7,3.8,10.1,11.3,25.7,25.6,2.1,7.1,8.9,91.3,95.3,8.7,4.7,100,12.6,14.1,20.7,3.8,10.1,11.3,25.7,25.6,2.1,7.1,8.9,91.3,95.3,8.7,4.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,59.0,45.0,24.0,9.0,26.0,52.0,63.0,73.0,27.0,33.0,53.0,247,231.0,281.0,59.0,45.0,24.0,9.0,26.0,52.0,63.0,73.0,27.0,33.0,53.0,247.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,25.6,29.4,38.8,12.8,17.9,18.2,26.6,17.1,25.6,29.4,38.8,12.8,17.9,18.2,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-08-20,4.161,4.177,4.109,4.117,0.0,36.3498521256619,43.41996481544554,4.476285714285714,8.52390852390851,28.336600739859392,-0.14582126486889546,-0.14628177991477934,-0.07693685109070447,-0.12240117921540507,4.968472283634783,3.984099144936644,4.437423087375051,0.2099644128113879,0.1601423487544484,0.18505338078291814,0.22419928825622776,0.2597864768683274,0.08540925266903915,0.03202846975088968,0.09252669039145907,0.09608540925266904,0.11743772241992882,0.18861209964412812
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100810,2010-08-13,023651,NYME,1,23,842038,108800,124264,170543,31320,79875,98037,220841,212376,21672,55350,76820,768123,800846,73915,41192,842038,108800,124264,170543,31320,79875,98037,220841,212376,21672,55350,76820,768123,800846,73915,41192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62666.0,15899.0,9356.0,1821.0,-196.0,9135.0,6254.0,35968.0,10267.0,9622.0,-13891.0,9733.0,62731.0,60372.0,-65.0,2294.0,100,12.9,14.8,20.3,3.7,9.5,11.6,26.2,25.2,2.6,6.6,9.1,91.2,95.1,8.8,4.9,100,12.9,14.8,20.3,3.7,9.5,11.6,26.2,25.2,2.6,6.6,9.1,91.2,95.1,8.8,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,54.0,44.0,26.0,8.0,29.0,56.0,57.0,76.0,33.0,27.0,53.0,248,227.0,275.0,54.0,44.0,26.0,8.0,29.0,56.0,57.0,76.0,33.0,27.0,53.0,248.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,27.4,28.0,40.9,12.3,19.6,17.3,28.2,16.5,27.4,28.0,40.9,12.3,19.6,17.3,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-08-13,4.279,4.342,4.269,4.328,0.0,41.91354978761344,46.392253450146875,4.561999999999999,30.457380457380477,56.53831863517061,-0.07802713667488792,-0.13263085126680105,-0.015087792395712896,-0.11110503323438482,4.962666112035099,4.1613338879649,4.544230783166735,0.19636363636363635,0.16,0.20363636363636364,0.20727272727272728,0.27636363636363637,0.09454545454545454,0.02909090909090909,0.10545454545454545,0.12,0.09818181818181818,0.19272727272727272
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100803,2010-08-06,023651,NYME,1,23,779372,92901,114908,168722,31516,70740,91783,184873,202109,12050,69241,67087,705392,740474,73980,38898,779372,92901,114908,168722,31516,70740,91783,184873,202109,12050,69241,67087,705392,740474,73980,38898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15343.0,-1913.0,3047.0,-6194.0,-2375.0,1402.0,5044.0,-5540.0,10327.0,-76.0,6686.0,1351.0,9941.0,14898.0,5402.0,445.0,100,11.9,14.7,21.6,4.0,9.1,11.8,23.7,25.9,1.5,8.9,8.6,90.5,95.0,9.5,5.0,100,11.9,14.7,21.6,4.0,9.1,11.8,23.7,25.9,1.5,8.9,8.6,90.5,95.0,9.5,5.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,55.0,44.0,24.0,8.0,26.0,61.0,50.0,72.0,29.0,31.0,51.0,247,216.0,271.0,55.0,44.0,24.0,8.0,26.0,61.0,50.0,72.0,29.0,31.0,51.0,247.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,29.1,27.7,40.2,12.9,20.0,18.9,27.8,15.7,29.1,27.7,40.2,12.9,20.0,18.9,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-08-06,4.61,4.646,4.456,4.467,0.0,45.87867889063052,48.4198064934863,4.638142857142857,46.02851323828919,66.28681793798745,-0.011900415557382082,-0.10848476412491725,0.03381470535822295,-0.09585032390884715,5.033837063269123,4.242448651016591,4.61630771088898,0.2029520295202952,0.16236162361623616,0.22509225092250923,0.18450184501845018,0.2656826568265683,0.08856088560885608,0.02952029520295203,0.0959409594095941,0.1070110701107011,0.11439114391143912,0.1881918819188192
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100727,2010-07-30,023651,NYME,1,23,764029,94814,111861,174916,33891,69338,86739,190413,191782,12126,62555,65736,695451,725576,68578,38453,764029,94814,111861,174916,33891,69338,86739,190413,191782,12126,62555,65736,695451,725576,68578,38453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21486.0,-8533.0,-6886.0,882.0,-1042.0,-2583.0,6858.0,-10510.0,-1663.0,-7968.0,7523.0,-4961.0,-17968.0,-20122.0,-3518.0,-1364.0,100,12.4,14.6,22.9,4.4,9.1,11.4,24.9,25.1,1.6,8.2,8.6,91.0,95.0,9.0,5.0,100,12.4,14.6,22.9,4.4,9.1,11.4,24.9,25.1,1.6,8.2,8.6,91.0,95.0,9.0,5.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,52.0,41.0,24.0,10.0,28.0,52.0,56.0,74.0,20.0,34.0,49.0,233,221.0,264.0,52.0,41.0,24.0,10.0,28.0,52.0,56.0,74.0,20.0,34.0,49.0,233.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,29.4,27.6,41.2,13.6,20.3,19.7,28.0,16.3,29.4,27.6,41.2,13.6,20.3,19.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-07-30,4.828,4.937,4.784,4.923,0.0,62.506290258905295,55.856222496871794,4.713857142857143,93.12906220984217,69.45218198700093,0.07573764627293578,-0.07164028204534664,0.07651661176382696,-0.0777064359433025,5.1567422725411625,4.2709720131731235,4.666076947851973,0.19696969696969696,0.1553030303030303,0.19696969696969696,0.21212121212121213,0.2803030303030303,0.09090909090909091,0.03787878787878788,0.10606060606060606,0.07575757575757576,0.12878787878787878,0.1856060606060606
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100720,2010-07-23,023651,NYME,1,23,785515,103347,118747,174034,34933,71921,79881,200923,193445,20094,55032,70697,713419,745698,72096,39817,785515,103347,118747,174034,34933,71921,79881,200923,193445,20094,55032,70697,713419,745698,72096,39817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15092.0,-2703.0,-258.0,4948.0,2185.0,-25466.0,-4102.0,-12904.0,18984.0,-5718.0,3097.0,974.0,-13083.0,-13388.0,-2009.0,-1704.0,100,13.2,15.1,22.2,4.4,9.2,10.2,25.6,24.6,2.6,7.0,9.0,90.8,94.9,9.2,5.1,100,13.2,15.1,22.2,4.4,9.2,10.2,25.6,24.6,2.6,7.0,9.0,90.8,94.9,9.2,5.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,53.0,43.0,23.0,9.0,26.0,53.0,59.0,79.0,29.0,31.0,52.0,243,228.0,274.0,53.0,43.0,23.0,9.0,26.0,53.0,59.0,79.0,29.0,31.0,52.0,243.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,29.2,27.1,40.9,13.1,20.8,18.9,28.5,15.5,29.2,27.1,40.9,13.1,20.8,18.9,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-07-23,4.635,4.65,4.532,4.563,1.0,50.322977700132924,50.25557822485367,4.6935714285714285,59.70287836583099,53.822346022903126,-0.01980673639074748,-0.06127357291442681,0.028548249324915176,-0.06652173223085851,5.103537048500469,4.283605808642388,4.580435930469297,0.19343065693430658,0.15693430656934307,0.19343065693430658,0.21532846715328466,0.28832116788321166,0.08394160583941605,0.032846715328467155,0.0948905109489051,0.10583941605839416,0.11313868613138686,0.1897810218978102
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100713,2010-07-16,023651,NYME,1,23,800607,106050,119005,169086,32748,97387,83983,213827,174461,25812,51935,69723,726502,759086,74105,41521,800607,106050,119005,169086,32748,97387,83983,213827,174461,25812,51935,69723,726502,759086,74105,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17177.0,5518.0,-2614.0,7945.0,4039.0,-5013.0,-2470.0,16798.0,-3274.0,8678.0,-904.0,4714.0,16098.0,13746.0,1079.0,3431.0,100,13.2,14.9,21.1,4.1,12.2,10.5,26.7,21.8,3.2,6.5,8.7,90.7,94.8,9.3,5.2,100,13.2,14.9,21.1,4.1,12.2,10.5,26.7,21.8,3.2,6.5,8.7,90.7,94.8,9.3,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,51.0,41.0,25.0,7.0,27.0,50.0,58.0,73.0,29.0,32.0,48.0,234,218.0,265.0,51.0,41.0,25.0,7.0,27.0,50.0,58.0,73.0,29.0,32.0,48.0,234.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,30.0,28.4,40.9,12.7,21.5,18.4,28.5,16.3,30.0,28.4,40.9,12.7,21.5,18.4,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-07-16,4.608,4.658,4.471,4.518,1.0,48.531071280599924,49.51207762369759,4.726999999999999,55.52460538532961,58.5886722376973,-0.027989512718566978,-0.05461676087525484,0.03791332230958577,-0.05552856859502226,5.125274612129194,4.328725387870805,4.586247907292396,0.19245283018867926,0.15471698113207547,0.18867924528301888,0.2188679245283019,0.27547169811320754,0.09433962264150944,0.026415094339622643,0.1018867924528302,0.10943396226415095,0.12075471698113208,0.1811320754716981
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,100706,2010-07-09,023651,NYME,1,23,783430,100532,121619,161141,28709,102400,86453,197029,177735,17134,52839,65009,710404,745340,73026,38090,783430,100532,121619,161141,28709,102400,86453,197029,177735,17134,52839,65009,710404,745340,73026,38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23509.0,3309.0,4956.0,-7000.0,-708.0,18571.0,3518.0,-6420.0,6877.0,190.0,-346.0,-582.0,24883.0,22348.0,-1374.0,1161.0,100,12.8,15.5,20.6,3.7,13.1,11.0,25.1,22.7,2.2,6.7,8.3,90.7,95.1,9.3,4.9,100,12.8,15.5,20.6,3.7,13.1,11.0,25.1,22.7,2.2,6.7,8.3,90.7,95.1,9.3,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,51.0,43.0,24.0,8.0,28.0,53.0,45.0,68.0,25.0,31.0,47.0,226,209.0,252.0,51.0,43.0,24.0,8.0,28.0,53.0,45.0,68.0,25.0,31.0,47.0,226.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,31.1,28.4,43.1,12.6,23.3,17.7,29.1,16.8,31.1,28.4,43.1,12.6,23.3,17.7,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2010-07-09,4.43,4.472,4.359,4.418,1.0,44.733908476363275,47.905385867480064,4.701714285714286,46.23955431754877,69.38417414629113,-0.010480412208679013,-0.04578949114193968,0.061784461956620795,-0.04317982853695456,5.176949966593726,4.2264786048348455,4.608997209723195,0.20238095238095238,0.17063492063492064,0.21031746031746032,0.17857142857142858,0.2698412698412698,0.09523809523809523,0.031746031746031744,0.1111111111111111,0.0992063492063492,0.12301587301587301,0.1865079365079365
